nid,title,regist_dt,relm,creat_yr,category,region,isbn,relte_area,writer,doc_prdctn_dt,cpyrht,job_se,url
6413334,"사면전수조사 및 산사태피해저감 시스템 구축용역(2단계) 보고서",20151104003646,정책연구자료,2015,건설,서울시전체,,서울시(기술용역),박종대,20131024,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413334
6413335,"[기술용역] 한강 시민공원 (잠원, 광나루지구) 경관조명 실시설계",20151104001358,정책연구자료,2009,건설,서울시전체,,서울시(기술용역),장현철,20131023,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413335
6413336,"[기술용역] 한강 접근성 체계개선 종합정비용역",20151104002408,정책연구자료,2011,건설,서울시전체,,서울시(기술용역),장현철,20131023,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413336
6413337,"[기술용역] 한강~국립현충원 연결 보행교 설치공사 기본 및 실시설계",20151104002407,정책연구자료,2011,건설,서울시전체,,서울시(기술용역),장현철,20131023,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413337
6413338,"[기술용역] 한강공원 나들목 증설 기본 및 실시설계",20151104001357,정책연구자료,2009,건설,서울시전체,,서울시(기술용역),장현철,20131023,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413338
6413339,"[기술용역] 한강(반포)자연형 수변사면 조성사업",20151104000751,정책연구자료,2007,건설,서울시전체,,서울시(기술용역),장현철,20131022,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413339
6413340,"[기술용역] 한강변 자전거도로·산책로 분리조성 실시설계",20151104001008,정책연구자료,2008,건설,서울시전체,,서울시(기술용역),장현철,20131022,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413340
6413341,"[기술용역] 한강 자연형호안 조성공사",20151104002406,정책연구자료,2011,건설,서울시전체,,서울시(기술용역),장현철,20131022,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413341
6413342,"[기술용역] 강남나들목외 3개소 정밀안전진단 보고서",20151104001009,정책연구자료,2008,건설,서울시전체,,서울시(기술용역),장현철,20131022,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413342
6413343,"[기술용역] 대형 상수도시설물 조사·점검업무 위탁용역 (대형관로)",20151104001007,정책연구자료,2008,건설,서울시전체,,서울시(기술용역),장현철,20131021,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413343
6413344,"[기술용역] 대형 상수도시설물 조사·점검업무 위탁용역 (구경 400mm이상~700mm미만)",20151104001006,정책연구자료,2008,건설,서울시전체,,서울시(기술용역),장현철,20131021,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413344
6413345,"[기술용역] 아차산 배수지외 3개소 정밀안전진단 및 정밀점검용역 [용마(소) 배수지]",20151104001355,정책연구자료,2009,건설,서울시전체,,서울시(기술용역),장현철,20131021,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413345
6413346,"[기술용역] 아차산 배수지외 3개소 정밀안전진단 및 정밀점검용역 [용마(대) 배수지]",20151104001354,정책연구자료,2009,건설,서울시전체,,서울시(기술용역),장현철,20131021,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413346
6413347,"[기술용역] 아차산 배수지외 3개소 정밀안전진단 및 정밀점검용역 [대현산 배수지]",20151104001353,정책연구자료,2009,건설,서울시전체,,서울시(기술용역),장현철,20131021,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413347
6413348,"[기술용역] 아차산 배수지외 3개소 정밀안전진단 및 정밀점검용역 [아차산 배수지]",20151104001356,정책연구자료,2009,건설,서울시전체,,서울시(기술용역),장현철,20131021,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413348
6413349,"[기술용역]강서구청입구~화곡역간 송배수관 정비공사",20151104001351,정책연구자료,2009,건설,서울시전체,,서울시(기술용역),장현철,20131018,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413349
6413350,"[기술용역] 공항로 주변 송배수관정비공사 교통소통대책",20151104001352,정책연구자료,2009,건설,서울시전체,,서울시(기술용역),장현철,20131018,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413350
6413351,"[기술용역] 구로동 544~106번지 간 송배수관 정비공사",20151104001930,정책연구자료,2010,건설,서울시전체,,서울시(기술용역),장현철,20131018,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413351
6413352,"[기술용역] 송·배수관 정비공사 실시설계(강서구청사거리~발산역)",20151104003517,정책연구자료,2013,건설,서울시전체,,서울시(기술용역),장현철,20131018,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413352
6413353,"[기술용역] 강서구청입구~화곡역간 송배수관 정비공사 화곡역~발산역간 송배수관 정비공사",20151104001929,정책연구자료,2010,건설,서울시전체,,서울시(기술용역),장현철,20131018,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413353
6413354,"[기술용역] 행당동 12-9~22-6간 송배수관 정비공사",20151104003513,정책연구자료,2013,건설,서울시전체,,서울시(기술용역),장현철,20131017,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413354
6413355,"[기술용역] 준공업지역 종합발전계획",20151104003512,정책연구자료,2013,건설,서울시전체,,서울시(기술용역),장현철,20131017,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413355
6413356,"[기술용역] 면목2동사거리~장평교간 송배수관 정비공사",20151104003516,정책연구자료,2013,건설,서울시전체,,서울시(기술용역),장현철,20131017,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413356
6413357,"[기술용역] 금호배수지외 1개소 정밀안전진단 및 정밀점검용역(응봉)",20151104003515,정책연구자료,2013,건설,서울시전체,,서울시(기술용역),장현철,20131017,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413357
6413358,"[기술용역] 금호배수지외 1개소 정밀안전진단 및 정밀점검용역(금호)",20151104003514,정책연구자료,2013,건설,서울시전체,,서울시(기술용역),장현철,20131017,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413358
6413359,"[기술용역] 답십리 465~전농동295 송배수관부설공사",20151104003508,정책연구자료,2013,건설,서울시전체,,서울시(기술용역),장현철,20131016,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413359
6413360,"[기술용역] 안암오거리~고려대역간 배수관부설공사",20151104003507,정책연구자료,2013,건설,서울시전체,,서울시(기술용역),장현철,20131016,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413360
6413361,"[기술용역] 이문동217번지 주변외 2개소 세척갱생관 정비공사 교통소통대책",20151104003509,정책연구자료,2013,건설,서울시전체,,서울시(기술용역),장현철,20131016,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413361
6413362,"[기술용역]이문동225~휘경동1192간 송배수관 정비공사",20151104003510,정책연구자료,2013,건설,서울시전체,,서울시(기술용역),장현철,20131016,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413362
6413363,"[기술용역] 중화역~중랑전화국간 송배수관정비공사 교통소통대책",20151104003511,정책연구자료,2013,건설,서울시전체,,서울시(기술용역),장현철,20131016,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413363
6413364,"[기술용역] 암사대교(가칭) 및 연결도로 건설 기본설계",20151104000221,정책연구자료,2003,건설,서울시전체,,서울시(기술용역),장현철,20131015,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413364
6413365,"[기술용역] 백범로(삼각지역~용산구청앞) 구조개선 타당성조사 및 기본계획",20151104000750,정책연구자료,2007,건설,서울시전체,,서울시(기술용역),장현철,20131015,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413365
6413366,"[기술용역] 남부순환로~개봉2동간 평탄화사업 타당성조사 및 기본계획",20151104001928,정책연구자료,2010,건설,서울시전체,,서울시(기술용역),장현철,20131015,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413366
6413367,"[기술용역] 강변북로 (성산대교~반포대교)확장공사",20151104002405,정책연구자료,2011,건설,서울시전체,,서울시(기술용역),장현철,20131015,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413367
6413368,"[기술용역] 강변북로 지하화(원효대교~한강대교) 기본설계",20151104003111,정책연구자료,2012,건설,서울시전체,,서울시(기술용역),장현철,20131015,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413368
6413369,"[기술용역] 안양교 확장 기본설계용역",20151104000749,정책연구자료,2007,건설,서울시전체,,서울시(기술용역),장현철,20131014,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413369
6413370,"[기술용역] 도시 고속도로 연결램프 추가설치 기본설계용역",20151104002404,정책연구자료,2011,건설,서울시전체,,서울시(기술용역),장현철,20131014,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413370
6413371,"[기술용역] 서부트럭터미널앞 지하차도건설 기본설계",20151104000616,정책연구자료,2006,건설,서울시전체,,서울시(기술용역),장현철,20131014,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413371
6413372,"[기술용역] 이문로~망우로간 도로확장 타당성 조사 및 기본설계",20151104001350,정책연구자료,2009,건설,서울시전체,,서울시(기술용역),장현철,20131014,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413372
6413373,"[기술용역] 이화교 및 연결도로 확장공사 기본설계",20151104000432,정책연구자료,2005,건설,서울시전체,,서울시(기술용역),장현철,20131014,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413373
6413374,"[기술용역] 성북역~월계로간 도로개설 타당성조사 및 기본계획",20151104000219,정책연구자료,2003,건설,서울시전체,,서울시(기술용역),장현철,20131011,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413374
6413375,"[기술용역] 내부순환로(홍은~정릉동) 구조개선 타당성조사 및 기본계획",20151104000220,정책연구자료,2003,건설,서울시전체,,서울시(기술용역),장현철,20131011,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413375
6413376,"[기술용역] 올림픽대로 하부 미연결구간 도로개설 기본설계용역",20151104001925,정책연구자료,2010,건설,서울시전체,,서울시(기술용역),장현철,20131011,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413376
6413377,"[기술용역] 월계로~창동길간 도로개설 기본 및 실시설계",20151104001926,정책연구자료,2010,건설,서울시전체,,서울시(기술용역),장현철,20131011,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413377
6413378,"[기술용역] 천호대로(광나루역)확장 기본 및 실시설계",20151104001927,정책연구자료,2010,건설,서울시전체,,서울시(기술용역),장현철,20131011,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413378
6413379,"[기술용역] 가양대교 남단사거리 지하차도건설 기본 및 실시설계",20151104000614,정책연구자료,2006,건설,서울시전체,,서울시(기술용역),장현철,20131010,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413379
6413380,"[기술용역] 겸재교 건설기본설계",20151104000431,정책연구자료,2005,건설,서울시전체,,서울시(기술용역),장현철,20131010,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413380
6413381,"[기술용역] 여의서로 연결도로 건설 타당성 및 기본계획용역",20151104000312,정책연구자료,2004,건설,서울시전체,,서울시(기술용역),장현철,20131010,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413381
6413382,"[기술용역] 양재대로 지하화 타당성조사 및 기본계획",20151104003110,정책연구자료,2012,건설,서울시전체,,서울시(기술용역),장현철,20131010,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413382
6413383,"[기술용역] 올림픽대로(동작대교~잠실대교) 구조개선 타당성조사 및 기본계획",20151104000615,정책연구자료,2006,건설,서울시전체,,서울시(기술용역),장현철,20131010,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413383
6413384,"[기술용역] 서울시 도시숲가꾸기 및 훼손지 복구 기본계획",20151104003506,정책연구자료,2013,건설,서울시전체,,서울시(기술용역),장현철,20131007,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413384
6413385,"[기술용역] 서울대공원 유인원관 옥상녹화를 위한 구조안전진단 용역",20151104003505,정책연구자료,2013,건설,서울시전체,,서울시(기술용역),장현철,20131007,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413385
6413386,"[기술용역] 백두산호랑이숲 조성사업 기본 및 실시설계 용역",20151104003109,정책연구자료,2012,건설,서울시전체,,서울시(기술용역),장현철,20131004,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413386
6413387,"[기술용역] 문화와 향기를 디자인하는 경관 조경사업",20151104003108,정책연구자료,2012,건설,서울시전체,,서울시(기술용역),장현철,20131004,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413387
6413388,"[기술용역] 서울 한강 핵심생태축 조성 프로젝트",20151104003504,정책연구자료,2013,건설,서울시전체,,서울시(기술용역),장현철,20131004,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413388
6413389,"[기술용역]상수도 시설물 내진성능 예비평가용역",20151104001005,정책연구자료,2008,건설,서울시전체,,서울시(기술용역),장현철,20131002,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413389
6413390,"[기술용역] 상수도관 전식방지 환경조사 및 설계용역",20151104001349,정책연구자료,2009,건설,서울시전체,,서울시(기술용역),장현철,20131002,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413390
6413391,"[기술용역] 서울시 상수도 비방식관로 전기방식 환경조사 및 설계용역",20151104000430,정책연구자료,2005,건설,서울시전체,,서울시(기술용역),장현철,20131002,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413391
6413392,"서울대공원 유인원관 옥상녹화사업 실시설계용역 보고",20151104003645,정책연구자료,2015,건설,서울시전체,,서울시(기술용역),한미진,20131002,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413392
6413393,"[기술용역]상수도 시설물 유지관리(구조물 내부 방식 등) 방안 수립 용역",20151104001923,정책연구자료,2010,건설,서울시전체,,서울시(기술용역),장현철,20131001,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413393
6413394,"[기술용역] 상수도 시설물 내진성능 상세평가 용역 상세평가보고서",20151104001348,정책연구자료,2009,건설,서울시전체,,서울시(기술용역),장현철,20131001,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413394
6413395,"[기술용역] 배수관 시설 및 운영실태 조사 용역(강남)",20151104001924,정책연구자료,2010,건설,서울시전체,,서울시(기술용역),장현철,20131001,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413395
6413396,"[기술용역] 배수관 시설 및 운영실태 조사용역(서부)",20151104002402,정책연구자료,2011,건설,서울시전체,,서울시(기술용역),장현철,20130930,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413396
6413397,"[기술용역] 배수관 시설 및 운영실태 조사용역 (동부)",20151104002403,정책연구자료,2011,건설,서울시전체,,서울시(기술용역),장현철,20130930,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413397
6413398,"[기술용역] 배수관 시설 및 운영실태 조사 위탁용역(강동)",20151104001347,정책연구자료,2009,건설,서울시전체,,서울시(기술용역),장현철,20130930,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413398
6413399,"[기술심사] 상수도 비방식관로 전기방식 환경조사 및 설계용역",20151104000311,정책연구자료,2004,건설,서울시전체,,서울시(기술용역),장현철,20130927,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413399
6413400,"[기술용역] 배수관 시설물 운영실태 조사 용역(남부)",20151104003107,정책연구자료,2012,건설,서울시전체,,서울시(기술용역),장현철,20130927,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413400
6413401,"[기술용역] 배수관 시설 및 운영실태 조사 용역 (서부)",20151104001922,정책연구자료,2010,건설,서울시전체,,서울시(기술용역),장현철,20130927,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413401
6413402,"[기술용역] 배수관 시설물 운영실태 조사 용역 (동부)",20151104003105,정책연구자료,2012,건설,서울시전체,,서울시(기술용역),장현철,20130926,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413402
6413403,"[기술용역] 배수관 시설물 운영실태 조사 용역 (강서)",20151104003106,정책연구자료,2012,건설,서울시전체,,서울시(기술용역),장현철,20130926,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413403
6413404,"[기술용역] 배수관 시설 및 운영실태 조사 용역 (남부수도사업소-금천구, 관악구, 동작구)",20151104002401,정책연구자료,2011,건설,서울시전체,,서울시(기술용역),장현철,20130926,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413404
6413405,"[기술용역] 노원소방서 공릉파출소 정밀안전진단 보고서",20151104000613,정책연구자료,2006,건설,서울시전체,,서울시(기술용역),장현철,20130925,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413405
6413406,"[기술용역] 건축 공사 일반시방서",20151104003104,정책연구자료,2012,건설,서울시전체,,서울시(기술용역),장현철,20130925,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413406
6413407,"[기술용역] 월계 소방 파출소 증축 공사",20151104000612,정책연구자료,2006,건설,서울시전체,,서울시(기술용역),장현철,20130925,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413407
6413408,"[기술용역] 월계 소방 파출소 증축 공사",20151104000611,정책연구자료,2006,건설,서울시전체,,서울시(기술용역),장현철,20130924,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413408
6413409,"[기술용역] 청사 출입구 및 캐노피 개선공사",20151104001346,정책연구자료,2009,건설,서울시전체,,서울시(기술용역),장현철,20130924,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413409
6413410,"[기술용역] 하계 119안전센타 차고 보수공사",20151104002400,정책연구자료,2011,건설,서울시전체,,서울시(기술용역),장현철,20130924,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413410
6413411,"[기술용역] 노원소방서 에너지합리화사업 에너지진단 보고서",20151104001921,정책연구자료,2010,건설,서울시전체,,서울시(기술용역),장현철,20130923,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413411
6413412,"[기술용역]노원소방서 월계119안전센타 외벽 및 창호공사 시방서",20151104001345,정책연구자료,2009,건설,서울시전체,,서울시(기술용역),장현철,20130923,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413412
6413413,"[기술용역] 빗물펌프장 시설용량증대를 위한 기본 및 실시설계(증설2지역) 용두3",20151104002359,정책연구자료,2011,건설,서울시전체,,서울시(기술용역),장현철,20130923,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413413
6413414,"조류온실 및 야행관 노후배관 및 기타설비 개선공사 실시설계용역",20151104003644,정책연구자료,2015,건설,서울시전체,,서울시(기술용역),이재균,20130923,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413414
6413415,"[기술용역] 빗물펌프장 시설용량증대를 위한 기본 및 실시설계(증설2지역) 송정",20151104003103,정책연구자료,2012,건설,서울시전체,,서울시(기술용역),장현철,20130917,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413415
6413416,"[기술용역] 빗물펌프장 시설용량증대를 위한 기본 및 실시설계(증설2지역) 장안",20151104003102,정책연구자료,2012,건설,서울시전체,,서울시(기술용역),장현철,20130917,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413416
6413417,"[기술용역] 빗물펌프장 시설용량증대 기본 및 실시설계(2차 3지역) 대치 빗물펌프장",20151104003503,정책연구자료,2013,건설,서울시전체,,서울시(기술용역),장현철,20130917,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413417
6413418,"[기술용역]빗물펌프장 시설용량증대 기본 및 실시설계(증설3지역) 중동 빗물펌프장",20151104003100,정책연구자료,2012,건설,서울시전체,,서울시(기술용역),장현철,20130916,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413418
6413419,"[기술용역] 빗물펌프장 시설용량증대 기본 및 실시설계 (증설 3지역) 신림2 빗물펌프장",20151104003101,정책연구자료,2012,건설,서울시전체,,서울시(기술용역),장현철,20130916,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413419
6413420,"[기술용역] 빗물펌프장 시설용량증대 기본 및 실시설계(2차 3지역) 염창2 빗물펌프장",20151104003501,정책연구자료,2013,건설,서울시전체,,서울시(기술용역),장현철,20130916,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413420
6413421,"빗물펌프장 시설용량증대 기본 및 실시설계 (2차 3지역) 방화 빗물펌프장",20151104003500,정책연구자료,2013,건설,서울시전체,,서울시(기술용역),장현철,20130916,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413421
6413422,"[기술용역] 빗물펌프장 시설용량증대 기본 및 실시설계 (2차 3지역) 대치1 빗물펌프장",20151104003502,정책연구자료,2013,건설,서울시전체,,서울시(기술용역),장현철,20130916,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413422
6413423,"[기술용역]빗물펌프장 시설능력 향상을 위한 기본 및 실시설계(증설3지역) 구로1",20151104001344,정책연구자료,2009,건설,서울시전체,,서울시(기술용역),장현철,20130916,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413423
6413424,"[기술용역] 빗물펌프장 시설능력 향상을 위한 기본 및 실시설계(증설2지역) 성산 빗물펌프장",20151104001916,정책연구자료,2010,건설,서울시전체,,서울시(기술용역),장현철,20130913,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413424
6413425,"[기술용역] 빗물펌프장 시설능력 향상을 위한 기본 및 실시설계(증설2지역) 송천동 빗물펌프장",20151104001917,정책연구자료,2010,건설,서울시전체,,서울시(기술용역),장현철,20130913,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413425
6413426,"[기술용역] 빗물펌프장 시설능력 향상을 위한 기본 및 실시설계(증설2지역) 양화 빗물펌프장",20151104001918,정책연구자료,2010,건설,서울시전체,,서울시(기술용역),장현철,20130913,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413426
6413427,"[기술용역] 빗물펌프장 시설능력 향상을 위한 기본 및 실시설계(증설3지역) 대림3 빗물펌프장",20151104001919,정책연구자료,2010,건설,서울시전체,,서울시(기술용역),장현철,20130913,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413427
6413428,"[기술용역] 빗물펌프장 시설능력 향상을 위한 기본 및 실시설계(증설3지역) 대방 빗물펌프장",20151104001920,정책연구자료,2010,건설,서울시전체,,서울시(기술용역),장현철,20130913,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413428
6413429,"[기술용역] 빗물펌프장 시설능령 향상을 위한 기본 및 실시설계 (증설2지역) 오금 빗물펌프장",20151104001915,정책연구자료,2010,건설,서울시전체,,서울시(기술용역),장현철,20130913,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413429
6413430,"[기술용역] 빗물펌프장 시설용량 증대 기본 및 실시설계(2차 2지역) 면목4동 배수관로설치",20151104003059,정책연구자료,2012,건설,서울시전체,,서울시(기술용역),장현철,20130911,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413430
6413431,"[기술용역] 빗물펌프장 시설능력 향상을 위한 기본 및 실시설계(증설3지역) 개봉2 빗물펌프장",20151104001343,정책연구자료,2009,건설,서울시전체,,서울시(기술용역),장현철,20130911,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413431
6413432,"[기술용역] 빗물펌프장 시설능력 향상을 위한 기본 및 실시설계(증설3지역) 개봉1 빗물펌프장",20151104001342,정책연구자료,2009,건설,서울시전체,,서울시(기술용역),장현철,20130911,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413432
6413433,"[기술용역] 빗물펌프장 시설용량 증대 기본 및 실시설계(2차 2지역) 공릉2 빗물펌프장",20151104003056,정책연구자료,2012,건설,서울시전체,,서울시(기술용역),장현철,20130910,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413433
6413434,"[기술용역] 빗물펌프장 시설용량 증대 기본 및 실시설계 (2차 2지역) 합정 빗물펌프장",20151104003057,정책연구자료,2012,건설,서울시전체,,서울시(기술용역),장현철,20130910,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413434
6413435,"[기술용역] 빗물펌프장 시설용량 증대 기본 및 실시설계 (2차 2지역) 중화 빗물펌프장",20151104003055,정책연구자료,2012,건설,서울시전체,,서울시(기술용역),장현철,20130910,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413435
6413436,"[기술용역]빗물펌프장 시설용량 증대 기본 및 실시설계 (2차 2지역) 봉원 빗물펌프장",20151104003058,정책연구자료,2012,건설,서울시전체,,서울시(기술용역),장현철,20130910,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413436
6413437,"[기술용역] 빗물펌프장 시설능력 향상을 위한 기본 및 실시설계 (증설3지역) 망원1 빗물펌프장",20151104001339,정책연구자료,2009,건설,서울시전체,,서울시(기술용역),장현철,20130909,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413437
6413438,"[기술용역] 빗물펌프장 시설능력 향상을 위한 기본 및 실시설계 (증설3지역) 신구로 빗물펌프장",20151104001341,정책연구자료,2009,건설,서울시전체,,서울시(기술용역),장현철,20130909,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413438
6413439,"[기술용역] 빗물펌프장 시설능력 향상을 위한 기본 및 실시설계 (증설3지역) 신도림 빗물펌프장",20151104001340,정책연구자료,2009,건설,서울시전체,,서울시(기술용역),장현철,20130909,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413439
6413440,"[기술용역] 빗물펌프장 시설능력 향상을 위한 기본 및 실시설계 (증설1지역) 풍납 빗물펌프장",20151104001912,정책연구자료,2010,건설,서울시전체,,서울시(기술용역),장현철,20130906,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413440
6413441,"[기술용역] 빗물펌프장 시설능력 향상을 위한 기본 및 실시설계 (증설1지역) 용답 빗물펌프장",20151104001913,정책연구자료,2010,건설,서울시전체,,서울시(기술용역),장현철,20130906,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413441
6413442,"[기술용역] 빗물펌프장 시설능력 향상을 위한 기본 및 실시설계 (증설1지역) 새말 빗물펌프장",20151104001910,정책연구자료,2010,건설,서울시전체,,서울시(기술용역),장현철,20130906,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413442
6413443,"[기술용역]빗물펌프장 시설능력 향상을 위한 기본 및 실시설계 (증설1지역) 구의 빗물펌프장",20151104001911,정책연구자료,2010,건설,서울시전체,,서울시(기술용역),장현철,20130906,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413443
6413444,"기술용역]빗물펌프장 시설능력 향상을 위한 기본 및 실시설계 (증설1지역) 광장 빗물펌프장",20151104001914,정책연구자료,2010,건설,서울시전체,,서울시(기술용역),장현철,20130906,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413444
6413445,"[기술용역]빗물펌프장 시설능력 향상을 위한 기본 및 실시설계 (증설1지역) 신천 빗물펌프장",20151104001335,정책연구자료,2009,건설,서울시전체,,서울시(기술용역),장현철,20130905,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413445
6413446,"[기술용역] 빗물펌프장 시설능력 향상을 위한 기본 및 실시설계",20151104001338,정책연구자료,2009,건설,서울시전체,,서울시(기술용역),장현철,20130905,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413446
6413447,"[기술용역] 빗물펌프장 시설능력 향상을 위한 기본 및 실시설계(증설2지역) 휘경 빗물 펌프장",20151104001334,정책연구자료,2009,건설,서울시전체,,서울시(기술용역),장현철,20130905,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/6413447
